instant,dteday,season,yr,mnth,weathersit,hum,casual,registered,cnt
465,2012-04-09,2,1,4,1,0.3175,905,4680,5585
466,2012-04-10,2,1,4,1,0.435,819,5099,5918
467,2012-04-11,2,1,4,1,0.469565,482,4380,4862
468,2012-04-12,2,1,4,1,0.46625,663,4746,5409
469,2012-04-13,2,1,4,1,0.408333,1252,5146,6398
470,2012-04-14,2,1,4,1,0.502917,2795,4665,7460
471,2012-04-15,2,1,4,1,0.507917,2846,4286,7132
472,2012-04-16,2,1,4,1,0.561667,1198,5172,6370
473,2012-04-17,2,1,4,1,0.390417,989,5702,6691
474,2012-04-18,2,1,4,2,0.569167,347,4020,4367
475,2012-04-19,2,1,4,1,0.6125,846,5719,6565
476,2012-04-20,2,1,4,1,0.694583,1340,5950,7290
477,2012-04-21,2,1,4,1,0.682917,2541,4083,6624
478,2012-04-22,2,1,4,3,0.835417,120,907,1027
479,2012-04-23,2,1,4,2,0.766667,195,3019,3214
480,2012-04-24,2,1,4,1,0.454167,518,5115,5633
481,2012-04-25,2,1,4,1,0.427917,655,5541,6196
482,2012-04-26,2,1,4,2,0.756667,475,4551,5026
483,2012-04-27,2,1,4,1,0.400833,1014,5219,6233
484,2012-04-28,2,1,4,2,0.489583,1120,3100,4220
485,2012-04-29,2,1,4,1,0.587083,2229,4075,6304
486,2012-04-30,2,1,4,2,0.57,665,4907,5572
487,2012-05-01,2,1,5,2,0.659583,653,5087,5740
488,2012-05-02,2,1,5,1,0.797083,667,5502,6169
489,2012-05-03,2,1,5,2,0.768333,764,5657,6421
490,2012-05-04,2,1,5,1,0.735417,1069,5227,6296
491,2012-05-05,2,1,5,2,0.756667,2496,4387,6883
492,2012-05-06,2,1,5,2,0.74,2135,4224,6359
493,2012-05-07,2,1,5,2,0.664167,1008,5265,6273
494,2012-05-08,2,1,5,2,0.685833,738,4990,5728
495,2012-05-09,2,1,5,2,0.744167,620,4097,4717
496,2012-05-10,2,1,5,1,0.552083,1026,5546,6572
497,2012-05-11,2,1,5,1,0.360417,1319,5711,7030
498,2012-05-12,2,1,5,1,0.480417,2622,4807,7429
499,2012-05-13,2,1,5,1,0.57625,2172,3946,6118
500,2012-05-14,2,1,5,2,0.789583,342,2501,2843
501,2012-05-15,2,1,5,2,0.794583,625,4490,5115
502,2012-05-16,2,1,5,1,0.697917,991,6433,7424
503,2012-05-17,2,1,5,1,0.52,1242,6142,7384
504,2012-05-18,2,1,5,1,0.523333,1521,6118,7639
505,2012-05-19,2,1,5,1,0.45625,3410,4884,8294
506,2012-05-20,2,1,5,1,0.530417,2704,4425,7129
507,2012-05-21,2,1,5,2,0.81125,630,3729,4359
508,2012-05-22,2,1,5,2,0.765833,819,5254,6073
509,2012-05-23,2,1,5,2,0.774583,766,4494,5260
510,2012-05-24,2,1,5,1,0.716667,1059,5711,6770
511,2012-05-25,2,1,5,1,0.747083,1417,5317,6734
512,2012-05-26,2,1,5,1,0.7325,2855,3681,6536
513,2012-05-27,2,1,5,1,0.697083,3283,3308,6591
514,2012-05-28,2,1,5,1,0.67625,2557,3486,6043
515,2012-05-29,2,1,5,1,0.684583,880,4863,5743
516,2012-05-30,2,1,5,2,0.67,745,6110,6855
517,2012-05-31,2,1,5,1,0.492917,1100,6238,7338
518,2012-06-01,2,1,6,2,0.755417,533,3594,4127
519,2012-06-02,2,1,6,1,0.549167,2795,5325,8120
520,2012-06-03,2,1,6,1,0.493333,2494,5147,7641
521,2012-06-04,2,1,6,1,0.487083,1071,5927,6998
522,2012-06-05,2,1,6,2,0.613333,968,6033,7001
523,2012-06-06,2,1,6,1,0.61125,1027,6028,7055
524,2012-06-07,2,1,6,1,0.567083,1038,6456,7494
525,2012-06-08,2,1,6,1,0.467917,1488,6248,7736
526,2012-06-09,2,1,6,1,0.437083,2708,4790,7498
527,2012-06-10,2,1,6,1,0.538333,2224,4374,6598
528,2012-06-11,2,1,6,2,0.587917,1017,5647,6664
529,2012-06-12,2,1,6,2,0.833333,477,4495,4972
530,2012-06-13,2,1,6,1,0.582083,1173,6248,7421
531,2012-06-14,2,1,6,1,0.569583,1180,6183,7363
532,2012-06-15,2,1,6,1,0.589583,1563,6102,7665
533,2012-06-16,2,1,6,1,0.504167,2963,4739,7702
534,2012-06-17,2,1,6,1,0.59875,2634,4344,6978
535,2012-06-18,2,1,6,2,0.777917,653,4446,5099
536,2012-06-19,2,1,6,1,0.69,968,5857,6825
537,2012-06-20,2,1,6,1,0.592083,872,5339,6211
538,2012-06-21,3,1,6,1,0.567917,778,5127,5905
539,2012-06-22,3,1,6,1,0.57375,964,4859,5823
540,2012-06-23,3,1,6,1,0.534583,2657,4801,7458
541,2012-06-24,3,1,6,1,0.479167,2551,4340,6891
542,2012-06-25,3,1,6,1,0.504167,1139,5640,6779
543,2012-06-26,3,1,6,1,0.373333,1077,6365,7442
544,2012-06-27,3,1,6,1,0.36,1077,6258,7335
545,2012-06-28,3,1,6,1,0.4225,921,5958,6879
546,2012-06-29,3,1,6,1,0.48875,829,4634,5463
547,2012-06-30,3,1,6,1,0.60125,1455,4232,5687
548,2012-07-01,3,1,7,1,0.51875,1421,4110,5531
549,2012-07-02,3,1,7,1,0.447083,904,5323,6227
550,2012-07-03,3,1,7,1,0.492083,1052,5608,6660
551,2012-07-04,3,1,7,1,0.53875,2562,4841,7403
552,2012-07-05,3,1,7,1,0.457917,1405,4836,6241
553,2012-07-06,3,1,7,1,0.450833,1366,4841,6207
554,2012-07-07,3,1,7,1,0.492083,1448,3392,4840
555,2012-07-08,3,1,7,1,0.57375,1203,3469,4672
556,2012-07-09,3,1,7,2,0.683333,998,5571,6569
557,2012-07-10,3,1,7,2,0.6675,954,5336,6290
558,2012-07-11,3,1,7,1,0.633333,975,6289,7264
559,2012-07-12,3,1,7,1,0.529583,1032,6414,7446
560,2012-07-13,3,1,7,2,0.485833,1511,5988,7499
561,2012-07-14,3,1,7,2,0.699167,2355,4614,6969
562,2012-07-15,3,1,7,1,0.717917,1920,4111,6031
563,2012-07-16,3,1,7,1,0.645,1088,5742,6830
564,2012-07-17,3,1,7,1,0.505833,921,5865,6786
565,2012-07-18,3,1,7,1,0.577083,799,4914,5713
566,2012-07-19,3,1,7,1,0.600417,888,5703,6591
567,2012-07-20,3,1,7,2,0.844167,747,5123,5870
568,2012-07-21,3,1,7,3,0.865417,1264,3195,4459
569,2012-07-22,3,1,7,2,0.7625,2544,4866,7410
570,2012-07-23,3,1,7,1,0.694167,1135,5831,6966
571,2012-07-24,3,1,7,1,0.655,1140,6452,7592
572,2012-07-25,3,1,7,1,0.45,1383,6790,8173
573,2012-07-26,3,1,7,1,0.596667,1036,5825,6861
574,2012-07-27,3,1,7,1,0.594583,1259,5645,6904
575,2012-07-28,3,1,7,1,0.613333,2234,4451,6685
576,2012-07-29,3,1,7,1,0.62375,2153,4444,6597
577,2012-07-30,3,1,7,1,0.66875,1040,6065,7105
578,2012-07-31,3,1,7,1,0.704167,968,6248,7216
579,2012-08-01,3,1,8,1,0.6775,1074,6506,7580
580,2012-08-02,3,1,8,1,0.659583,983,6278,7261
581,2012-08-03,3,1,8,2,0.6425,1328,5847,7175
582,2012-08-04,3,1,8,1,0.613333,2345,4479,6824
583,2012-08-05,3,1,8,1,0.6525,1707,3757,5464
584,2012-08-06,3,1,8,2,0.654167,1233,5780,7013
585,2012-08-07,3,1,8,2,0.70375,1278,5995,7273
586,2012-08-08,3,1,8,2,0.672917,1263,6271,7534
587,2012-08-09,3,1,8,1,0.620417,1196,6090,7286
588,2012-08-10,3,1,8,2,0.715833,1065,4721,5786
589,2012-08-11,3,1,8,2,0.732917,2247,4052,6299
590,2012-08-12,3,1,8,1,0.530417,2182,4362,6544
591,2012-08-13,3,1,8,1,0.545417,1207,5676,6883
592,2012-08-14,3,1,8,1,0.686667,1128,5656,6784
593,2012-08-15,3,1,8,1,0.619583,1198,6149,7347
594,2012-08-16,3,1,8,1,0.519167,1338,6267,7605
595,2012-08-17,3,1,8,1,0.570833,1483,5665,7148
596,2012-08-18,3,1,8,1,0.603333,2827,5038,7865
597,2012-08-19,3,1,8,2,0.711667,1208,3341,4549
598,2012-08-20,3,1,8,2,0.734167,1026,5504,6530
599,2012-08-21,3,1,8,1,0.67375,1081,5925,7006
600,2012-08-22,3,1,8,1,0.677083,1094,6281,7375
601,2012-08-23,3,1,8,1,0.635833,1363,6402,7765
602,2012-08-24,3,1,8,2,0.615,1325,6257,7582
603,2012-08-25,3,1,8,2,0.712917,1829,4224,6053
604,2012-08-26,3,1,8,2,0.845833,1483,3772,5255
605,2012-08-27,3,1,8,1,0.730417,989,5928,6917
606,2012-08-28,3,1,8,1,0.62,935,6105,7040
607,2012-08-29,3,1,8,1,0.552083,1177,6520,7697
608,2012-08-30,3,1,8,1,0.590417,1172,6541,7713
609,2012-08-31,3,1,8,1,0.5875,1433,5917,7350
610,2012-09-01,3,1,9,2,0.638333,2352,3788,6140
611,2012-09-02,3,1,9,2,0.815,2613,3197,5810
612,2012-09-03,3,1,9,1,0.790833,1965,4069,6034
613,2012-09-04,3,1,9,1,0.755,867,5997,6864
614,2012-09-05,3,1,9,1,0.74125,832,6280,7112
615,2012-09-06,3,1,9,2,0.810417,611,5592,6203
616,2012-09-07,3,1,9,1,0.73625,1045,6459,7504
617,2012-09-08,3,1,9,2,0.799167,1557,4419,5976
618,2012-09-09,3,1,9,1,0.5475,2570,5657,8227
619,2012-09-10,3,1,9,1,0.50375,1118,6407,7525
620,2012-09-11,3,1,9,1,0.52,1070,6697,7767
621,2012-09-12,3,1,9,1,0.577083,1050,6820,7870
622,2012-09-13,3,1,9,1,0.637083,1054,6750,7804
623,2012-09-14,3,1,9,1,0.6725,1379,6630,8009
624,2012-09-15,3,1,9,1,0.501667,3160,5554,8714
625,2012-09-16,3,1,9,1,0.57,2166,5167,7333
626,2012-09-17,3,1,9,2,0.734583,1022,5847,6869
627,2012-09-18,3,1,9,2,0.8725,371,3702,4073
628,2012-09-19,3,1,9,1,0.536667,788,6803,7591
629,2012-09-20,3,1,9,1,0.618333,939,6781,7720
630,2012-09-21,3,1,9,1,0.66875,1250,6917,8167
631,2012-09-22,3,1,9,1,0.646667,2512,5883,8395
632,2012-09-23,4,1,9,1,0.467083,2454,5453,7907
633,2012-09-24,4,1,9,1,0.492917,1001,6435,7436
634,2012-09-25,4,1,9,1,0.57,845,6693,7538
635,2012-09-26,4,1,9,1,0.630833,787,6946,7733
636,2012-09-27,4,1,9,2,0.690833,751,6642,7393
637,2012-09-28,4,1,9,2,0.69,1045,6370,7415
638,2012-09-29,4,1,9,1,0.542917,2589,5966,8555
639,2012-09-30,4,1,9,1,0.583333,2015,4874,6889
640,2012-10-01,4,1,10,2,0.649167,763,6015,6778
641,2012-10-02,4,1,10,3,0.871667,315,4324,4639
642,2012-10-03,4,1,10,2,0.79375,728,6844,7572
643,2012-10-04,4,1,10,2,0.722917,891,6437,7328
644,2012-10-05,4,1,10,1,0.6275,1516,6640,8156
645,2012-10-06,4,1,10,1,0.664167,3031,4934,7965
646,2012-10-07,4,1,10,2,0.708333,781,2729,3510
647,2012-10-08,4,1,10,2,0.709583,874,4604,5478
648,2012-10-09,4,1,10,2,0.761667,601,5791,6392
649,2012-10-10,4,1,10,1,0.630833,780,6911,7691
650,2012-10-11,4,1,10,1,0.463333,834,6736,7570
651,2012-10-12,4,1,10,1,0.539167,1060,6222,7282
652,2012-10-13,4,1,10,1,0.494583,2252,4857,7109
653,2012-10-14,4,1,10,1,0.640417,2080,4559,6639
654,2012-10-15,4,1,10,2,0.7075,760,5115,5875
655,2012-10-16,4,1,10,1,0.558333,922,6612,7534
656,2012-10-17,4,1,10,1,0.692917,979,6482,7461
657,2012-10-18,4,1,10,2,0.728333,1008,6501,7509
658,2012-10-19,4,1,10,2,0.815,753,4671,5424
659,2012-10-20,4,1,10,1,0.572917,2806,5284,8090
660,2012-10-21,4,1,10,1,0.51,2132,4692,6824
661,2012-10-22,4,1,10,1,0.568333,830,6228,7058
662,2012-10-23,4,1,10,1,0.641667,841,6625,7466
663,2012-10-24,4,1,10,1,0.63625,795,6898,7693
664,2012-10-25,4,1,10,2,0.800417,875,6484,7359
665,2012-10-26,4,1,10,2,0.807083,1182,6262,7444
666,2012-10-27,4,1,10,2,0.72,2643,5209,7852
667,2012-10-28,4,1,10,2,0.694583,998,3461,4459
668,2012-10-29,4,1,10,3,0.88,2,20,22
669,2012-10-30,4,1,10,2,0.825455,87,1009,1096
670,2012-10-31,4,1,10,2,0.666667,419,5147,5566
671,2012-11-01,4,1,11,2,0.581667,466,5520,5986
672,2012-11-02,4,1,11,1,0.522083,618,5229,5847
673,2012-11-03,4,1,11,2,0.49125,1029,4109,5138
674,2012-11-04,4,1,11,1,0.532917,1201,3906,5107
675,2012-11-05,4,1,11,1,0.494167,378,4881,5259
676,2012-11-06,4,1,11,1,0.567083,466,5220,5686
677,2012-11-07,4,1,11,2,0.5475,326,4709,5035
678,2012-11-08,4,1,11,1,0.333478,340,4975,5315
679,2012-11-09,4,1,11,1,0.540833,709,5283,5992
680,2012-11-10,4,1,11,1,0.645417,2090,4446,6536
681,2012-11-11,4,1,11,1,0.659167,2290,4562,6852
682,2012-11-12,4,1,11,1,0.741667,1097,5172,6269
683,2012-11-13,4,1,11,2,0.662917,327,3767,4094
684,2012-11-14,4,1,11,1,0.552083,373,5122,5495
685,2012-11-15,4,1,11,2,0.620417,320,5125,5445
686,2012-11-16,4,1,11,1,0.524583,484,5214,5698
687,2012-11-17,4,1,11,1,0.545417,1313,4316,5629
688,2012-11-18,4,1,11,1,0.692917,922,3747,4669
689,2012-11-19,4,1,11,2,0.623333,449,5050,5499
690,2012-11-20,4,1,11,2,0.685,534,5100,5634
691,2012-11-21,4,1,11,1,0.61375,615,4531,5146
692,2012-11-22,4,1,11,1,0.580417,955,1470,2425
693,2012-11-23,4,1,11,1,0.56875,1603,2307,3910
694,2012-11-24,4,1,11,1,0.404583,532,1745,2277
695,2012-11-25,4,1,11,1,0.468333,309,2115,2424
696,2012-11-26,4,1,11,1,0.535417,337,4750,5087
697,2012-11-27,4,1,11,2,0.786667,123,3836,3959
698,2012-11-28,4,1,11,1,0.50625,198,5062,5260
699,2012-11-29,4,1,11,1,0.555652,243,5080,5323
700,2012-11-30,4,1,11,1,0.649583,362,5306,5668
701,2012-12-01,4,1,12,2,0.806667,951,4240,5191
702,2012-12-02,4,1,12,2,0.823333,892,3757,4649
703,2012-12-03,4,1,12,1,0.7675,555,5679,6234
704,2012-12-04,4,1,12,1,0.73375,551,6055,6606
705,2012-12-05,4,1,12,1,0.485,331,5398,5729
706,2012-12-06,4,1,12,1,0.50875,340,5035,5375
707,2012-12-07,4,1,12,2,0.764167,349,4659,5008
708,2012-12-08,4,1,12,2,0.91125,1153,4429,5582
709,2012-12-09,4,1,12,2,0.905417,441,2787,3228
710,2012-12-10,4,1,12,2,0.925,329,4841,5170
711,2012-12-11,4,1,12,2,0.596667,282,5219,5501
712,2012-12-12,4,1,12,2,0.538333,310,5009,5319
713,2012-12-13,4,1,12,1,0.485833,425,5107,5532
714,2012-12-14,4,1,12,1,0.642917,429,5182,5611
715,2012-12-15,4,1,12,1,0.650417,767,4280,5047
716,2012-12-16,4,1,12,2,0.83875,538,3248,3786
717,2012-12-17,4,1,12,2,0.907083,212,4373,4585
718,2012-12-18,4,1,12,1,0.66625,433,5124,5557
719,2012-12-19,4,1,12,1,0.625417,333,4934,5267
720,2012-12-20,4,1,12,2,0.667917,314,3814,4128
721,2012-12-21,1,1,12,2,0.556667,221,3402,3623
722,2012-12-22,1,1,12,1,0.44125,205,1544,1749
723,2012-12-23,1,1,12,1,0.515417,408,1379,1787
724,2012-12-24,1,1,12,2,0.791304,174,746,920
725,2012-12-25,1,1,12,2,0.734783,440,573,1013
726,2012-12-26,1,1,12,3,0.823333,9,432,441
727,2012-12-27,1,1,12,2,0.652917,247,1867,2114
728,2012-12-28,1,1,12,2,0.59,644,2451,3095
729,2012-12-29,1,1,12,2,0.752917,159,1182,1341
730,2012-12-30,1,1,12,1,0.483333,364,1432,1796
731,2012-12-31,1,1,12,2,0.5775,439,2290,2729
